node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
10204	GO:0006606	protein	functional_pathway	NUTF2	protein import into nucleus
84268	GO:0006606	protein	functional_pathway	RPAIN	protein import into nucleus
144165	GO:0006606	protein	functional_pathway	PRICKLE1	protein import into nucleus
2017	GO:0006886	protein	functional_pathway	CTTN	intracellular protein transport
4905	GO:0006886	protein	functional_pathway	NSF	intracellular protein transport
6642	GO:0006886	protein	functional_pathway	SNX1	intracellular protein transport
9179	GO:0006886	protein	functional_pathway	AP4M1	intracellular protein transport
9874	GO:0006886	protein	functional_pathway	TLK1	intracellular protein transport
10013	GO:0006886	protein	functional_pathway	HDAC6	intracellular protein transport
10016	GO:0006886	protein	functional_pathway	PDCD6	intracellular protein transport
10569	GO:0006886	protein	functional_pathway	SLU7	intracellular protein transport
10938	GO:0006886	protein	functional_pathway	EHD1	intracellular protein transport
10959	GO:0006886	protein	functional_pathway	TMED2	intracellular protein transport
10972	GO:0006886	protein	functional_pathway	TMED10	intracellular protein transport
11020	GO:0006886	protein	functional_pathway	IFT27	intracellular protein transport
23161	GO:0006886	protein	functional_pathway	SNX13	intracellular protein transport
27236	GO:0006886	protein	functional_pathway	ARFIP1	intracellular protein transport
29886	GO:0006886	protein	functional_pathway	SNX8	intracellular protein transport
51429	GO:0006886	protein	functional_pathway	SNX9	intracellular protein transport
58533	GO:0006886	protein	functional_pathway	SNX6	intracellular protein transport
63894	GO:0006886	protein	functional_pathway	VIPAS39	intracellular protein transport
63971	GO:0006886	protein	functional_pathway	KIF13A	intracellular protein transport
65057	GO:0006886	protein	functional_pathway	ACD	intracellular protein transport
79971	GO:0006886	protein	functional_pathway	WLS	intracellular protein transport
81609	GO:0006886	protein	functional_pathway	SNX27	intracellular protein transport
91949	GO:0006886	protein	functional_pathway	COG7	intracellular protein transport
283987	GO:0006886	protein	functional_pathway	HID1	intracellular protein transport
5347	GO:0000070	protein	functional_pathway	PLK1	mitotic sister chromatid segregation
5901	GO:0000070	protein	functional_pathway	RAN	mitotic sister chromatid segregation
7756	GO:0000070	protein	functional_pathway	ZNF207	mitotic sister chromatid segregation
9183	GO:0000070	protein	functional_pathway	ZW10	mitotic sister chromatid segregation
9700	GO:0000070	protein	functional_pathway	ESPL1	mitotic sister chromatid segregation
10615	GO:0000070	protein	functional_pathway	SPAG5	mitotic sister chromatid segregation
11130	GO:0000070	protein	functional_pathway		mitotic sister chromatid segregation
51203	GO:0000070	protein	functional_pathway	NUSAP1	mitotic sister chromatid segregation
54617	GO:0000070	protein	functional_pathway	INO80	mitotic sister chromatid segregation
84861	GO:0000070	protein	functional_pathway	KLHL22	mitotic sister chromatid segregation
90417	GO:0000070	protein	functional_pathway	KNSTRN	mitotic sister chromatid segregation
9113	GO:0000819	protein	functional_pathway	LATS1	sister chromatid segregation
64858	GO:0000075	protein	functional_pathway	DCLRE1B	cell cycle checkpoint
247	GO:0045786	protein	functional_pathway	ALOX15B	negative regulation of cell cycle
650	GO:0045786	protein	functional_pathway	BMP2	negative regulation of cell cycle
652	GO:0045786	protein	functional_pathway	BMP4	negative regulation of cell cycle
655	GO:0045786	protein	functional_pathway	BMP7	negative regulation of cell cycle
1021	GO:0045786	protein	functional_pathway	CDK6	negative regulation of cell cycle
1027	GO:0045786	protein	functional_pathway	CDKN1B	negative regulation of cell cycle
1620	GO:0045786	protein	functional_pathway	BRINP1	negative regulation of cell cycle
2625	GO:0045786	protein	functional_pathway	GATA3	negative regulation of cell cycle
3248	GO:0045786	protein	functional_pathway	HPGD	negative regulation of cell cycle
3624	GO:0045786	protein	functional_pathway	INHBA	negative regulation of cell cycle
4221	GO:0045786	protein	functional_pathway		negative regulation of cell cycle
5119	GO:0045786	protein	functional_pathway	CHMP1A	negative regulation of cell cycle
5796	GO:0045786	protein	functional_pathway	PTPRK	negative regulation of cell cycle
6196	GO:0045786	protein	functional_pathway	RPS6KA2	negative regulation of cell cycle
6878	GO:0045786	protein	functional_pathway	TAF6	negative regulation of cell cycle
7040	GO:0045786	protein	functional_pathway	TGFB1	negative regulation of cell cycle
10859	GO:0045786	protein	functional_pathway	LILRB1	negative regulation of cell cycle
26001	GO:0045786	protein	functional_pathway	RNF167	negative regulation of cell cycle
51053	GO:0045786	protein	functional_pathway	GMNN	negative regulation of cell cycle
55450	GO:0045786	protein	functional_pathway	CAMK2N1	negative regulation of cell cycle
90313	GO:0045786	protein	functional_pathway	TP53I13	negative regulation of cell cycle
168451	GO:0045786	protein	functional_pathway	THAP5	negative regulation of cell cycle
351	GO:0009987	protein	functional_pathway	APP	cellular process
4131	GO:0009987	protein	functional_pathway	MAP1B	cellular process
203068	GO:0009987	protein	functional_pathway	TUBB	cellular process
1763	GO:0000076	protein	functional_pathway	DNA2	DNA replication checkpoint
54962	GO:0000076	protein	functional_pathway	TIPIN	DNA replication checkpoint
81620	GO:0000076	protein	functional_pathway	CDT1	DNA replication checkpoint
545	GO:0000077	protein	functional_pathway	ATR	DNA damage checkpoint
1111	GO:0000077	protein	functional_pathway	CHEK1	DNA damage checkpoint
1869	GO:0000077	protein	functional_pathway	E2F1	DNA damage checkpoint
3014	GO:0000077	protein	functional_pathway	H2AFX	DNA damage checkpoint
3364	GO:0000077	protein	functional_pathway	HUS1	DNA damage checkpoint
4683	GO:0000077	protein	functional_pathway	NBN	DNA damage checkpoint
5810	GO:0000077	protein	functional_pathway	RAD1	DNA damage checkpoint
5883	GO:0000077	protein	functional_pathway	RAD9A	DNA damage checkpoint
5884	GO:0000077	protein	functional_pathway	RAD17	DNA damage checkpoint
9575	GO:0000077	protein	functional_pathway	CLOCK	DNA damage checkpoint
25896	GO:0000077	protein	functional_pathway	INTS7	DNA damage checkpoint
25988	GO:0000077	protein	functional_pathway	HINFP	DNA damage checkpoint
29935	GO:0000077	protein	functional_pathway	RPA4	DNA damage checkpoint
29980	GO:0000077	protein	functional_pathway	DONSON	DNA damage checkpoint
51776	GO:0000077	protein	functional_pathway	MAP3K20	DNA damage checkpoint
57646	GO:0000077	protein	functional_pathway	USP28	DNA damage checkpoint
63967	GO:0000077	protein	functional_pathway	CLSPN	DNA damage checkpoint
83695	GO:0000077	protein	functional_pathway	RHNO1	DNA damage checkpoint
261726	GO:0000077	protein	functional_pathway	TIPRL	DNA damage checkpoint
25	GO:0006974	protein	functional_pathway	ABL1	cellular response to DNA damage stimulus
142	GO:0006974	protein	functional_pathway	PARP1	cellular response to DNA damage stimulus
322	GO:0006974	protein	functional_pathway	APBB1	cellular response to DNA damage stimulus
324	GO:0006974	protein	functional_pathway	APC	cellular response to DNA damage stimulus
472	GO:0006974	protein	functional_pathway	ATM	cellular response to DNA damage stimulus
545	GO:0006974	protein	functional_pathway	ATR	cellular response to DNA damage stimulus
595	GO:0006974	protein	functional_pathway	CCND1	cellular response to DNA damage stimulus
596	GO:0006974	protein	functional_pathway	BCL2	cellular response to DNA damage stimulus
602	GO:0006974	protein	functional_pathway	BCL3	cellular response to DNA damage stimulus
604	GO:0006974	protein	functional_pathway	BCL6	cellular response to DNA damage stimulus
641	GO:0006974	protein	functional_pathway	BLM	cellular response to DNA damage stimulus
842	GO:0006974	protein	functional_pathway	CASP9	cellular response to DNA damage stimulus
1018	GO:0006974	protein	functional_pathway	CDK3	cellular response to DNA damage stimulus
1026	GO:0006974	protein	functional_pathway	CDKN1A	cellular response to DNA damage stimulus
1111	GO:0006974	protein	functional_pathway	CHEK1	cellular response to DNA damage stimulus
1161	GO:0006974	protein	functional_pathway	ERCC8	cellular response to DNA damage stimulus
1263	GO:0006974	protein	functional_pathway	PLK3	cellular response to DNA damage stimulus
1386	GO:0006974	protein	functional_pathway	ATF2	cellular response to DNA damage stimulus
1493	GO:0006974	protein	functional_pathway	CTLA4	cellular response to DNA damage stimulus
1642	GO:0006974	protein	functional_pathway	DDB1	cellular response to DNA damage stimulus
1663	GO:0006974	protein	functional_pathway	DDX11	cellular response to DNA damage stimulus
2332	GO:0006974	protein	functional_pathway	FMR1	cellular response to DNA damage stimulus
2794	GO:0006974	protein	functional_pathway	GNL1	cellular response to DNA damage stimulus
3014	GO:0006974	protein	functional_pathway	H2AFX	cellular response to DNA damage stimulus
4067	GO:0006974	protein	functional_pathway	LYN	cellular response to DNA damage stimulus
4176	GO:0006974	protein	functional_pathway	MCM7	cellular response to DNA damage stimulus
4221	GO:0006974	protein	functional_pathway		cellular response to DNA damage stimulus
4332	GO:0006974	protein	functional_pathway	MNDA	cellular response to DNA damage stimulus
4361	GO:0006974	protein	functional_pathway	MRE11	cellular response to DNA damage stimulus
4609	GO:0006974	protein	functional_pathway	MYC	cellular response to DNA damage stimulus
4773	GO:0006974	protein	functional_pathway	NFATC2	cellular response to DNA damage stimulus
4968	GO:0006974	protein	functional_pathway	OGG1	cellular response to DNA damage stimulus
5252	GO:0006974	protein	functional_pathway	PHF1	cellular response to DNA damage stimulus
5423	GO:0006974	protein	functional_pathway	POLB	cellular response to DNA damage stimulus
5883	GO:0006974	protein	functional_pathway	RAD9A	cellular response to DNA damage stimulus
5884	GO:0006974	protein	functional_pathway	RAD17	cellular response to DNA damage stimulus
5888	GO:0006974	protein	functional_pathway	RAD51	cellular response to DNA damage stimulus
5893	GO:0006974	protein	functional_pathway	RAD52	cellular response to DNA damage stimulus
5929	GO:0006974	protein	functional_pathway	RBBP5	cellular response to DNA damage stimulus
5930	GO:0006974	protein	functional_pathway	RBBP6	cellular response to DNA damage stimulus
6787	GO:0006974	protein	functional_pathway	NEK4	cellular response to DNA damage stimulus
6794	GO:0006974	protein	functional_pathway	STK11	cellular response to DNA damage stimulus
6839	GO:0006974	protein	functional_pathway	SUV39H1	cellular response to DNA damage stimulus
6872	GO:0006974	protein	functional_pathway	TAF1	cellular response to DNA damage stimulus
7153	GO:0006974	protein	functional_pathway	TOP2A	cellular response to DNA damage stimulus
7157	GO:0006974	protein	functional_pathway	TP53	cellular response to DNA damage stimulus
7158	GO:0006974	protein	functional_pathway	TP53BP1	cellular response to DNA damage stimulus
7161	GO:0006974	protein	functional_pathway	TP73	cellular response to DNA damage stimulus
7317	GO:0006974	protein	functional_pathway	UBA1	cellular response to DNA damage stimulus
7320	GO:0006974	protein	functional_pathway	UBE2B	cellular response to DNA damage stimulus
7325	GO:0006974	protein	functional_pathway	UBE2E2	cellular response to DNA damage stimulus
7415	GO:0006974	protein	functional_pathway	VCP	cellular response to DNA damage stimulus
7486	GO:0006974	protein	functional_pathway	WRN	cellular response to DNA damage stimulus
7528	GO:0006974	protein	functional_pathway	YY1	cellular response to DNA damage stimulus
7832	GO:0006974	protein	functional_pathway	BTG2	cellular response to DNA damage stimulus
8517	GO:0006974	protein	functional_pathway	IKBKG	cellular response to DNA damage stimulus
8812	GO:0006974	protein	functional_pathway	CCNK	cellular response to DNA damage stimulus
8914	GO:0006974	protein	functional_pathway	TIMELESS	cellular response to DNA damage stimulus
8924	GO:0006974	protein	functional_pathway	HERC2	cellular response to DNA damage stimulus
9025	GO:0006974	protein	functional_pathway	RNF8	cellular response to DNA damage stimulus
9031	GO:0006974	protein	functional_pathway	BAZ1B	cellular response to DNA damage stimulus
9070	GO:0006974	protein	functional_pathway	ASH2L	cellular response to DNA damage stimulus
9100	GO:0006974	protein	functional_pathway	USP10	cellular response to DNA damage stimulus
9261	GO:0006974	protein	functional_pathway	MAPKAPK2	cellular response to DNA damage stimulus
9320	GO:0006974	protein	functional_pathway	TRIP12	cellular response to DNA damage stimulus
9344	GO:0006974	protein	functional_pathway	TAOK2	cellular response to DNA damage stimulus
9557	GO:0006974	protein	functional_pathway	CHD1L	cellular response to DNA damage stimulus
9766	GO:0006974	protein	functional_pathway	SUSD6	cellular response to DNA damage stimulus
9768	GO:0006974	protein	functional_pathway	PCLAF	cellular response to DNA damage stimulus
9923	GO:0006974	protein	functional_pathway	ZBTB40	cellular response to DNA damage stimulus
10010	GO:0006974	protein	functional_pathway	TANK	cellular response to DNA damage stimulus
10111	GO:0006974	protein	functional_pathway	RAD50	cellular response to DNA damage stimulus
10210	GO:0006974	protein	functional_pathway	TOPORS	cellular response to DNA damage stimulus
